pathway,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,level1,level2,level3
ko00532,1.16E-06,2.23E-07,1.31E-07,3.26E-07,5.64E-07,6.57E-07,2.00E-07,3.65E-07,0,3.27E-07,3.84E-07,0,2.61E-08,0,1.66E-07,0,6.79E-08,0,2.06E-07,0,0,1.09E-07,0,6.08E-07,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,Glycan biosynthesis and metabolism,Metabolism
ko00534,1.16E-06,2.23E-07,9.47E-07,3.26E-07,2.05E-06,6.57E-07,8.89E-07,3.65E-07,0,3.27E-07,1.53E-06,0,1.08E-06,1.49E-06,1.54E-07,9.91E-07,6.79E-08,0,1.80E-06,1.74E-06,8.81E-07,2.35E-07,1.48E-06,1.53E-06,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,Glycan biosynthesis and metabolism,Metabolism
ko00540,0.001817432,0.001988975,0.002165952,0.001934482,0.002024449,0.001966348,0.00207195,0.002077211,0.002128227,0.002432282,0.00215127,0.002162356,0.002458416,0.002170791,0.001663476,0.002372884,0.002194638,0.002097699,0.002180607,0.002259761,0.002317157,0.002426513,0.002045855,0.002235568,Lipopolysaccharide biosynthesis,Glycan biosynthesis and metabolism,Metabolism
ko00550,0.003551241,0.003152188,0.003701489,0.003721291,0.003515661,0.003642529,0.003816337,0.003733958,0.003763935,0.003879953,0.003682419,0.003804706,0.003938366,0.003745052,0.003862542,0.004112928,0.003898904,0.003787785,0.00384255,0.003792452,0.003898678,0.003945095,0.003948506,0.003702143,Peptidoglycan biosynthesis,Glycan biosynthesis and metabolism,Metabolism
ko00561,0.002408669,0.002349125,0.002364223,0.002444144,0.002392161,0.002397602,0.002444443,0.00236025,0.002345686,0.002215557,0.002365858,0.002409797,0.00229511,0.002499762,0.002555623,0.002298869,0.002307774,0.002418511,0.002386119,0.002257189,0.002367197,0.002330183,0.002399884,0.002336294,Glycerolipid metabolism,Lipid metabolism,Metabolism
ko00562,0.001472705,0.001119604,0.001282076,0.00135439,0.001303002,0.001325923,0.001333858,0.001285094,0.001309946,0.001253175,0.001298322,0.001266391,0.001313057,0.001480702,0.001467009,0.001327277,0.001335422,0.001390582,0.00140118,0.00133636,0.001313443,0.001225913,0.001503233,0.001295805,Inositol phosphate metabolism,Carbohydrate metabolism,Metabolism
ko00563,2.42E-06,5.38E-07,1.81E-07,2.87E-06,2.80E-06,2.08E-06,3.30E-06,3.48E-07,2.50E-07,4.42E-07,2.68E-07,1.55E-06,1.54E-06,1.02E-06,1.45E-06,1.40E-07,4.99E-07,2.15E-06,5.18E-07,1.76E-07,1.25E-06,8.97E-07,0,7.81E-07,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,Glycan biosynthesis and metabolism,Metabolism
ko00564,0.00305565,0.003213604,0.003120026,0.003156423,0.003092211,0.003187096,0.003223159,0.00315723,0.003261347,0.003414753,0.00326061,0.003334937,0.003373322,0.003169443,0.003083117,0.003412431,0.003248667,0.003147838,0.003253179,0.003261286,0.00334619,0.003390564,0.00316606,0.003238392,Glycerophospholipid metabolism,Lipid metabolism,Metabolism
ko00565,0.000221767,0.000272279,0.000283324,0.000237711,0.000228505,0.000247184,0.000238092,0.000239955,0.000237132,0.000254087,0.000254542,0.000260992,0.000235744,0.000243852,0.000201814,0.000236026,0.000228958,0.000233349,0.000222761,0.000240266,0.000244645,0.000263091,0.000232457,0.000243095,Ether lipid metabolism,Lipid metabolism,Metabolism
ko00571,0.00034241,0.000211746,0.000308161,0.000353324,0.000295891,0.000317893,0.000353561,0.000367993,0.000340866,0.000250538,0.000329004,0.00032684,0.000306845,0.000338052,0.000485743,0.000315888,0.000354316,0.000345414,0.000356456,0.000298666,0.000293439,0.000254964,0.000334849,0.000290101,Lipoarabinomannan (LAM) biosynthesis,Glycan biosynthesis and metabolism,Metabolism
ko00590,0.000206456,0.000282132,0.000272989,0.000215638,0.000229098,0.000227693,0.000227687,0.000226494,0.000242435,0.000259427,0.000232025,0.000244097,0.000237622,0.00022667,0.000196566,0.000252832,0.000232795,0.000244193,0.000244054,0.000245391,0.000269848,0.000278682,0.000224284,0.000257832,Arachidonic acid metabolism,Lipid metabolism,Metabolism
ko00591,7.97E-05,5.72E-05,8.51E-05,8.05E-05,7.69E-05,9.13E-05,9.79E-05,8.57E-05,9.80E-05,0.000109123,9.01E-05,0.000103249,0.000103118,9.06E-05,8.26E-05,0.000106386,9.41E-05,8.76E-05,9.45E-05,9.72E-05,0.000106516,0.00012472,7.79E-05,9.63E-05,Linoleic acid metabolism,Lipid metabolism,Metabolism
ko00592,0.000570218,0.000622844,0.000666786,0.000600468,0.000569876,0.000602487,0.000585749,0.000597172,0.000616816,0.00061918,0.000582831,0.00057554,0.000550742,0.000600139,0.000589853,0.000584975,0.000578869,0.000640742,0.000607322,0.000562407,0.000637928,0.000627765,0.000577229,0.000623064,alpha-Linolenic acid metabolism,Lipid metabolism,Metabolism
ko00600,0.000482701,0.000368285,0.000456265,0.00043068,0.000464126,0.000396861,0.000440927,0.00045167,0.000433657,0.000389789,0.000493405,0.000346453,0.000512251,0.000442391,0.000478086,0.000421185,0.000483017,0.00054225,0.000487122,0.000428473,0.000433286,0.000379928,0.00058752,0.000461883,Sphingolipid metabolism,Lipid metabolism,Metabolism
ko00601,0,0,0,0,0,0,1.50E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glycosphingolipid biosynthesis - lacto and neolacto series,Glycan biosynthesis and metabolism,Metabolism
ko00603,0.000190573,7.68E-05,0.000202157,0.000146735,0.000174482,0.000144999,0.000169747,0.000175893,0.000160976,0.000139548,0.000150784,0.000137473,0.000193852,0.000179669,0.000163542,0.000141708,0.000177196,0.000198531,0.000169973,0.000175175,0.000156357,0.000178608,0.00024472,0.000179615,Glycosphingolipid biosynthesis - globo and isoglobo series,Glycan biosynthesis and metabolism,Metabolism
ko00604,7.70E-05,3.27E-05,7.60E-05,5.25E-05,6.47E-05,6.01E-05,6.21E-05,7.32E-05,7.66E-05,6.20E-05,6.59E-05,6.25E-05,8.36E-05,8.15E-05,6.18E-05,6.38E-05,7.34E-05,7.22E-05,7.25E-05,8.78E-05,7.04E-05,8.65E-05,0.000107509,7.80E-05,Glycosphingolipid biosynthesis - ganglio series,Glycan biosynthesis and metabolism,Metabolism
ko00620,0.010863491,0.010287155,0.010605517,0.010876291,0.010676151,0.010856893,0.010913704,0.010923636,0.010735839,0.010900795,0.010699693,0.01077361,0.010843555,0.011164306,0.010911236,0.01083882,0.010857656,0.010851422,0.010854525,0.010741724,0.010982252,0.010822939,0.010974919,0.010785237,Pyruvate metabolism,Carbohydrate metabolism,Metabolism
ko00621,0.000687365,0.000494068,0.000681944,0.000654513,0.000666484,0.000664287,0.000676418,0.000722965,0.000649545,0.000596405,0.000645023,0.000599703,0.000552645,0.000619835,0.000669341,0.000544709,0.000641705,0.000641109,0.000596498,0.00058441,0.000571126,0.000571867,0.000595313,0.000577601,Dioxin degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00622,0.001200725,0.000929039,0.001226944,0.001171669,0.001141051,0.001135735,0.001138829,0.001278739,0.001127166,0.001080377,0.001141438,0.001086492,0.001057246,0.001275222,0.001211564,0.001007641,0.001119049,0.001177114,0.001089158,0.001022251,0.001070352,0.001071387,0.001109273,0.001086663,Xylene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00623,0.000844588,0.000634963,0.000936593,0.000756597,0.000824894,0.000813858,0.000788366,0.000898579,0.000881348,0.000845609,0.000824263,0.000815769,0.000820572,0.000854204,0.000757399,0.000800845,0.000886917,0.000866077,0.000799504,0.000772619,0.000838651,0.000895744,0.000765099,0.000842094,Toluene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00624,0.000824463,0.000597697,0.00073228,0.000700034,0.000737041,0.00075062,0.000747286,0.000717972,0.000703149,0.000637204,0.000700287,0.000662573,0.000624941,0.000742047,0.000718081,0.00063977,0.000771241,0.000660107,0.000679102,0.000744835,0.000643308,0.000649563,0.00063411,0.000639489,Polycyclic aromatic hydrocarbon degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00625,0.002940139,0.002827371,0.002726399,0.00273489,0.00286127,0.002817675,0.002888596,0.002763154,0.002771613,0.002595637,0.002823133,0.002744675,0.00262697,0.002940647,0.002860126,0.002668975,0.002779373,0.002781671,0.002774845,0.002704445,0.002727432,0.00269432,0.002714182,0.002740456,Chloroalkane and chloroalkene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00626,0.001678086,0.001528142,0.001509114,0.001481519,0.001547568,0.001590371,0.001616541,0.001596564,0.001551967,0.001454039,0.001528901,0.001468953,0.00144377,0.001576882,0.001501919,0.001510318,0.001582812,0.00148004,0.00153978,0.00152364,0.001483242,0.001480938,0.001421681,0.001483844,Naphthalene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00627,0.003578566,0.00349763,0.003389539,0.003312202,0.003504307,0.003472183,0.003330716,0.003466539,0.003361478,0.003089573,0.003329054,0.003176664,0.002963295,0.003400015,0.003292713,0.003012401,0.003285938,0.003233746,0.003245769,0.003248479,0.003123059,0.003043453,0.003207667,0.003214904,Aminobenzoate degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00630,0.0103551,0.01007086,0.010365779,0.010271088,0.010241928,0.010214946,0.010346193,0.010378219,0.010219503,0.010147458,0.010120366,0.010104636,0.010057455,0.010221327,0.010135388,0.010133863,0.010302563,0.010264462,0.010244274,0.010271682,0.010328594,0.010144469,0.010241891,0.010214364,Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism
ko00633,0.000532108,0.000874415,0.000548371,0.000523505,0.000564986,0.000590912,0.000542368,0.000590847,0.000531511,0.000581083,0.000593254,0.000565037,0.000509545,0.000504443,0.000478175,0.000502737,0.000505499,0.000492561,0.000502057,0.000514664,0.000508798,0.000494664,0.00051359,0.000519759,Nitrotoluene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00640,0.010315307,0.009298506,0.010386115,0.010287065,0.010103113,0.010292877,0.010325718,0.010395133,0.010297284,0.009939396,0.009999726,0.010038224,0.009942672,0.010533489,0.010429188,0.009884543,0.010248134,0.010242717,0.010332608,0.00989126,0.010089017,0.009853196,0.010203279,0.010111618,Propanoate metabolism,Carbohydrate metabolism,Metabolism
ko00642,0.000582092,0.000666847,0.000666184,0.000602072,0.000579756,0.000607617,0.000604268,0.000619765,0.000608229,0.000612331,0.000578801,0.000563409,0.000534957,0.000580935,0.000570094,0.000572152,0.000567521,0.000629538,0.000593555,0.000539483,0.000609553,0.000596756,0.000566558,0.00059768,Ethylbenzene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00643,0.00158929,0.001376546,0.001457043,0.001515943,0.001550398,0.001515818,0.001504739,0.001588087,0.001493265,0.001345136,0.001468714,0.00140666,0.001395261,0.001573969,0.001505176,0.00136217,0.001484239,0.001515833,0.001481416,0.001452992,0.001408469,0.001377761,0.001522555,0.001446891,Styrene degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00650,0.010443717,0.009713491,0.010201543,0.010126826,0.010146961,0.010336027,0.010258024,0.010273663,0.010163706,0.009864979,0.009934078,0.009816853,0.009706696,0.010606412,0.010050598,0.009693459,0.009997161,0.010170289,0.010136749,0.009783839,0.010060743,0.009885725,0.009969039,0.010094002,Butanoate metabolism,Carbohydrate metabolism,Metabolism
ko00660,0.002056382,0.001878543,0.001927004,0.001967579,0.002059702,0.001985116,0.001912739,0.001831969,0.001856953,0.001840333,0.001940486,0.001878898,0.001840045,0.001932838,0.001950631,0.001816166,0.001928722,0.001932297,0.001915238,0.002059099,0.001935549,0.001839876,0.001891427,0.001897641,C5-Branched dibasic acid metabolism,Carbohydrate metabolism,Metabolism
ko00670,0.001777171,0.001744178,0.001879659,0.001843769,0.001808733,0.001852604,0.001889134,0.001863546,0.001892817,0.001969709,0.001901072,0.001974283,0.002022359,0.001884043,0.001869249,0.001949442,0.001907766,0.001836741,0.001881349,0.00192086,0.001937794,0.001967851,0.00190334,0.001891717,One carbon pool by folate,Metabolism of cofactors and vitamins,Metabolism
ko00680,0.005853245,0.006236598,0.006124985,0.005814327,0.006143815,0.006047004,0.00617986,0.006075947,0.005802243,0.005785179,0.006074566,0.006051,0.005864501,0.005945821,0.005823672,0.005867648,0.006031216,0.005831234,0.005925768,0.005937754,0.005987305,0.005758768,0.005725798,0.005844385,Methane metabolism,Energy metabolism,Metabolism
ko00710,0.002032738,0.002165155,0.002055215,0.00209081,0.002105322,0.002143679,0.002142069,0.002157925,0.002150973,0.002266133,0.002151189,0.002215216,0.002199185,0.002118146,0.002148088,0.002228912,0.002180835,0.002127032,0.002139165,0.002152836,0.002195406,0.002188501,0.002162992,0.00210706,Carbon fixation in photosynthetic organisms,Energy metabolism,Metabolism
ko00720,0.006670086,0.006315253,0.006767226,0.006724605,0.006588544,0.006720316,0.006803725,0.006880332,0.006775461,0.006894608,0.006700889,0.006725814,0.006945722,0.006874338,0.006828032,0.006952766,0.006948257,0.006752408,0.006864259,0.006791545,0.006895931,0.006775074,0.006885966,0.006719879,Carbon fixation pathways in prokaryotes,Energy metabolism,Metabolism
ko00730,0.001685414,0.00160117,0.001785744,0.001763037,0.001713185,0.00171586,0.001766157,0.001806889,0.0017896,0.001821652,0.001770097,0.001774459,0.001816471,0.001787839,0.00183822,0.001876116,0.00180925,0.001787316,0.001813597,0.001763458,0.001820054,0.00179066,0.001850433,0.00175375,Thiamine metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00740,0.001294127,0.001106432,0.001318372,0.001351029,0.001278509,0.001277709,0.001322091,0.001312385,0.001346254,0.001315198,0.001308378,0.001348649,0.001359256,0.001367151,0.001375589,0.001363757,0.001336902,0.001350141,0.001335022,0.001326208,0.001331779,0.001344419,0.001365268,0.001312287,Riboflavin metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00750,0.001169615,0.001091412,0.001182665,0.001153824,0.001150781,0.001167802,0.001207134,0.001170162,0.001185973,0.001194719,0.001161948,0.001171451,0.001219945,0.001218442,0.001209317,0.001213682,0.001204196,0.001195897,0.001223328,0.00121732,0.001202599,0.001212772,0.001238459,0.001192616,Vitamin B6 metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00760,0.004127303,0.003525945,0.004082853,0.004033776,0.003945347,0.004054644,0.00404464,0.004085329,0.003963024,0.003923455,0.004008885,0.004060605,0.004050879,0.004256813,0.004130264,0.004004181,0.004130371,0.003944793,0.004011393,0.004107848,0.00395504,0.00402028,0.003980138,0.004023096,Nicotinate and nicotinamide metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00770,0.002792794,0.002590435,0.002834845,0.002816855,0.002769035,0.002743037,0.002756125,0.002777807,0.002751599,0.002733916,0.00278763,0.00279782,0.002838803,0.002839275,0.00283814,0.002721332,0.002793526,0.002733184,0.002757595,0.002858708,0.002753007,0.00274114,0.002858212,0.00274301,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,Metabolism
ko00780,0.006723685,0.006056674,0.006757353,0.006424833,0.006609671,0.006635278,0.006878394,0.006967988,0.006696332,0.006608031,0.006618131,0.006575541,0.006605683,0.006598236,0.006346005,0.006495998,0.006692621,0.006597144,0.00673703,0.006612011,0.006519039,0.006813602,0.006736611,0.006669812,Biotin metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00785,0.000319342,0.00026493,0.000333677,0.000331067,0.000304581,0.000340735,0.00034947,0.000364064,0.00035438,0.000390588,0.000347239,0.000381371,0.00037938,0.000341694,0.000358607,0.000399715,0.000369031,0.000339893,0.000346996,0.000351181,0.000357358,0.00038029,0.000320436,0.000340505,Lipoic acid metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00790,0.003545202,0.00365874,0.003655522,0.003709102,0.003615714,0.003726783,0.003742026,0.003707362,0.003829,0.004032153,0.003861853,0.003952134,0.003966546,0.003803053,0.003749034,0.003980789,0.003785259,0.003689467,0.003776234,0.003822796,0.00385829,0.003907166,0.003678722,0.003718646,Folate biosynthesis,Metabolism of cofactors and vitamins,Metabolism
ko00791,0.000834083,0.00094929,0.000763039,0.000790506,0.000882457,0.00084533,0.000805918,0.000806834,0.000775489,0.000780836,0.000797934,0.000765033,0.000780955,0.000776634,0.000771265,0.000752394,0.00082143,0.000777438,0.000771515,0.000791334,0.000788641,0.000724903,0.000749072,0.000799076,Atrazine degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00830,0.00111343,0.000970839,0.000993739,0.000990549,0.001021691,0.001051067,0.001058693,0.001058204,0.001039496,0.000946887,0.001034782,0.000983127,0.000992671,0.001076413,0.001066885,0.001024595,0.001054114,0.001021079,0.001053438,0.001030992,0.001001185,0.000975668,0.000991325,0.0010075,Retinol metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00860,0.004760971,0.004504993,0.004795609,0.004970708,0.004885067,0.004563823,0.004586677,0.004689728,0.00485948,0.004653256,0.004921309,0.004876347,0.004864967,0.005091472,0.005337351,0.004760771,0.004833895,0.004961941,0.004855829,0.004927085,0.004901273,0.004742973,0.005107368,0.004806383,Porphyrin and chlorophyll metabolism,Metabolism of cofactors and vitamins,Metabolism
ko00900,0.002852291,0.002652559,0.003017607,0.002922938,0.002798074,0.002927268,0.002962593,0.002999505,0.003060895,0.003042742,0.002949481,0.00300529,0.003048197,0.002969418,0.003048787,0.003062156,0.00300173,0.002953398,0.00304013,0.002943009,0.003004763,0.003003418,0.002928876,0.002928041,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00901,4.14E-05,3.50E-05,4.18E-05,4.85E-05,4.27E-05,3.20E-05,3.93E-05,3.89E-05,4.04E-05,2.55E-05,4.68E-05,3.68E-05,3.42E-05,4.31E-05,6.55E-05,4.28E-05,4.35E-05,4.84E-05,4.75E-05,4.37E-05,3.76E-05,3.13E-05,4.37E-05,4.14E-05,Indole alkaloid biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00902,1.78E-05,8.14E-06,1.34E-05,1.46E-05,1.72E-05,1.45E-05,1.63E-05,2.05E-05,2.80E-05,1.94E-05,1.82E-05,2.09E-05,1.79E-05,1.57E-05,2.03E-05,1.31E-05,1.91E-05,1.56E-05,1.58E-05,1.52E-05,1.21E-05,1.03E-05,1.99E-05,1.57E-05,Monoterpenoid biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00903,0.002476238,0.002129912,0.002446437,0.002380138,0.002389282,0.002474808,0.002466625,0.002480165,0.002446644,0.002240903,0.002350673,0.002351516,0.002204689,0.002638508,0.002456362,0.002182396,0.002376363,0.002378576,0.00243309,0.002197697,0.002308128,0.002292697,0.002265193,0.002367182,Limonene and pinene degradation,Metabolism of terpenoids and polyketides,Metabolism
ko00906,0.000356166,0.00036276,0.00034373,0.000340504,0.000397796,0.0004107,0.00041357,0.000353863,0.000445009,0.00039419,0.000374211,0.000362307,0.000398669,0.000344081,0.000463287,0.000397068,0.000383071,0.000421312,0.000440796,0.000380413,0.000432803,0.00039228,0.000435943,0.000396778,Carotenoid biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00908,0.0001306,0.000118545,0.000137208,0.000136958,0.000127872,0.000137642,0.000138164,0.000139164,0.000139249,0.000149773,0.000138678,0.000148899,0.000158492,0.000136598,0.000151416,0.000146944,0.000140149,0.000135913,0.000139284,0.000141963,0.000140407,0.000143883,0.000137591,0.000139586,Zeatin biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00909,7.58E-05,0.000125338,0.00010845,6.71E-05,8.74E-05,8.31E-05,8.06E-05,8.95E-05,7.84E-05,5.84E-05,8.99E-05,6.17E-05,7.31E-05,7.73E-05,8.76E-05,7.13E-05,7.90E-05,7.83E-05,8.85E-05,7.33E-05,7.33E-05,5.34E-05,8.33E-05,6.82E-05,Sesquiterpenoid and triterpenoid biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00910,0.003516171,0.004142103,0.003670091,0.003597064,0.003655833,0.003546144,0.003507722,0.003607129,0.003401666,0.003488114,0.003648578,0.003581352,0.003447247,0.003511359,0.003575198,0.003402772,0.003468993,0.003475281,0.003471998,0.00350451,0.003426775,0.003270754,0.003496967,0.003455825,Nitrogen metabolism,Energy metabolism,Metabolism
ko00920,0.007464906,0.007566558,0.007183413,0.007339427,0.007392606,0.007232722,0.007325604,0.007261162,0.007185494,0.007223936,0.007296775,0.007491028,0.006931126,0.006926029,0.007201239,0.007044804,0.007249475,0.006860253,0.006916077,0.007256335,0.006901887,0.007145966,0.00680127,0.007074479,Sulfur metabolism,Energy metabolism,Metabolism
ko00930,0.002476237,0.002154775,0.002515662,0.002396211,0.00237203,0.00245312,0.002383257,0.00249516,0.002490661,0.002169845,0.002366664,0.002295302,0.002170256,0.002446904,0.002481641,0.002163547,0.002343354,0.002416356,0.002422145,0.002200829,0.002283448,0.002215061,0.002278591,0.002353713,Caprolactam degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko00940,0.000431963,0.000373306,0.000518159,0.000436738,0.000430702,0.000388167,0.000422322,0.000430758,0.000415713,0.000403868,0.000429951,0.000398721,0.000467799,0.000455893,0.000467494,0.000415253,0.000425938,0.000484343,0.000451822,0.000448659,0.000449031,0.000445623,0.000537875,0.00046273,Phenylpropanoid biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00941,2.56E-05,1.58E-05,2.47E-05,2.78E-05,2.78E-05,2.38E-05,2.88E-05,2.66E-05,2.36E-05,1.50E-05,2.24E-05,1.99E-05,2.12E-05,2.81E-05,6.15E-05,2.19E-05,2.53E-05,3.11E-05,3.10E-05,2.71E-05,2.62E-05,1.59E-05,4.19E-05,2.28E-05,Flavonoid biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00943,2.60E-05,5.55E-05,1.70E-05,2.10E-05,2.42E-05,2.24E-05,2.26E-05,2.06E-05,2.47E-05,2.08E-05,2.78E-05,1.71E-05,1.93E-05,1.80E-05,2.52E-05,2.90E-05,2.12E-05,2.27E-05,2.65E-05,2.10E-05,2.31E-05,1.47E-05,2.31E-05,2.16E-05,Isoflavonoid biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00944,1.77E-05,7.43E-06,2.40E-05,1.67E-05,1.56E-05,1.55E-05,1.45E-05,1.40E-05,1.59E-05,2.21E-05,1.57E-05,1.31E-05,2.98E-05,2.37E-05,1.47E-05,2.15E-05,1.82E-05,2.58E-05,2.28E-05,2.27E-05,2.39E-05,2.60E-05,3.66E-05,2.13E-05,Flavone and flavonol biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00945,2.56E-05,1.58E-05,2.47E-05,2.78E-05,2.78E-05,2.38E-05,2.88E-05,2.66E-05,2.36E-05,1.50E-05,2.24E-05,1.99E-05,2.12E-05,2.81E-05,6.15E-05,2.19E-05,2.53E-05,3.11E-05,3.10E-05,2.71E-05,2.62E-05,1.59E-05,4.19E-05,2.28E-05,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",Biosynthesis of other secondary metabolites,Metabolism
ko00950,0.000617465,0.000686551,0.000644414,0.000624661,0.000641103,0.000620221,0.000640843,0.000623037,0.000662295,0.000641092,0.000636908,0.000626401,0.000661129,0.000665916,0.0006625,0.000676155,0.000650019,0.000671251,0.000687808,0.000652098,0.000667495,0.000641872,0.000706892,0.000651403,Isoquinoline alkaloid biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00960,0.000863394,0.000955287,0.000835733,0.000856793,0.000888936,0.000885652,0.000890199,0.00086332,0.00090059,0.000933006,0.00088804,0.000906782,0.000914746,0.000898847,0.000884497,0.000946602,0.000897181,0.000883108,0.000936317,0.000935795,0.000953126,0.000940391,0.000933988,0.000924778,"Tropane, piperidine and pyridine alkaloid biosynthesis",Biosynthesis of other secondary metabolites,Metabolism
ko00965,0.000148729,0.000176432,0.000185437,0.000172926,0.000166252,0.000148634,0.000148927,0.000158457,0.000170432,0.000139415,0.000166408,0.000162011,0.000140344,0.000161423,0.000174182,0.000162895,0.000157158,0.000174481,0.00017156,0.000164538,0.000163777,0.000143695,0.000161815,0.000157322,Betalain biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00966,0.000159342,0.000144035,0.00014077,0.000158479,0.000176279,0.000164372,0.000156063,0.000145932,0.000161527,0.00016249,0.000156426,0.000155777,0.000161451,0.000155998,0.000154401,0.000163265,0.00015341,0.000170431,0.000177391,0.000183635,0.000187851,0.000171245,0.000168019,0.000179169,Glucosinolate biosynthesis,Biosynthesis of other secondary metabolites,Metabolism
ko00970,0.003987773,0.00383325,0.004064893,0.00404768,0.004023536,0.004071532,0.004117976,0.004160145,0.004164252,0.004259535,0.004135206,0.004179148,0.004323736,0.004153805,0.004106996,0.00434855,0.00422515,0.00410898,0.004204102,0.004231987,0.004195707,0.004205704,0.004143622,0.00409912,Aminoacyl-tRNA biosynthesis,Translation,Genetic Information Processing
ko00980,0.002101678,0.002154565,0.001983383,0.001986884,0.002091048,0.002060049,0.002048169,0.002035099,0.002154152,0.001998568,0.002028168,0.002040411,0.001910474,0.001969826,0.001966325,0.001914679,0.002025566,0.001945774,0.001967116,0.002084181,0.001942631,0.002009357,0.002004453,0.00203589,Metabolism of xenobiotics by cytochrome P450,Xenobiotics biodegradation and metabolism,Metabolism
ko00981,0.000905522,0.000798328,0.000860487,0.000867424,0.000880689,0.000902468,0.000928423,0.000879475,0.00088023,0.000871964,0.000875129,0.000912147,0.000858732,0.001034202,0.000881684,0.000854469,0.000873413,0.000868252,0.000873473,0.000835616,0.000895389,0.000929462,0.000862556,0.000897101,Insect hormone biosynthesis,Metabolism of terpenoids and polyketides,Metabolism
ko00982,0.002162817,0.002212863,0.002061806,0.002057789,0.002151857,0.00211274,0.002095839,0.002072824,0.002191564,0.00205606,0.002077804,0.002079336,0.001988469,0.002036224,0.002026212,0.001969631,0.00207172,0.002025132,0.002025871,0.002134021,0.002009042,0.00206485,0.002079763,0.002087886,Drug metabolism - cytochrome P450,Xenobiotics biodegradation and metabolism,Metabolism
ko00983,0.002237257,0.002145218,0.002271889,0.002323202,0.002249699,0.002205592,0.002225029,0.00221611,0.002379284,0.002312761,0.002259646,0.0023524,0.002253953,0.00225729,0.002276853,0.002233537,0.002274312,0.002211198,0.002212085,0.002368205,0.002228049,0.002332239,0.002392007,0.002270408,Drug metabolism - other enzymes,Xenobiotics biodegradation and metabolism,Metabolism
ko00984,0.000853868,0.000651006,0.000780408,0.000781358,0.000774984,0.000812095,0.000794982,0.000854034,0.000788128,0.000607133,0.000755322,0.000730164,0.000632206,0.000753559,0.000874157,0.000619707,0.000772141,0.000744764,0.000825225,0.000639304,0.000655098,0.000614551,0.000696099,0.000651191,Steroid degradation,Xenobiotics biodegradation and metabolism,Metabolism
ko01040,0.005509303,0.004783351,0.005406687,0.005131248,0.005265562,0.005323781,0.005458202,0.005535325,0.005369172,0.005117277,0.005223918,0.005124863,0.00509717,0.005250456,0.005175436,0.005072273,0.005271035,0.00536123,0.005441538,0.00517485,0.005219107,0.00533594,0.0053365,0.00533313,Biosynthesis of unsaturated fatty acids,Lipid metabolism,Metabolism
ko01051,0.00077071,0.000598802,0.000553266,0.000595561,0.000740696,0.000730526,0.000565763,0.0006757,0.000589816,0.000497999,0.000534842,0.000595346,0.000506407,0.000561569,0.000537263,0.000506381,0.000596997,0.000614311,0.000542601,0.000494452,0.000493599,0.000531939,0.000558844,0.000544681,Biosynthesis of ansamycins,Metabolism of terpenoids and polyketides,Metabolism
